,Type of Travel,Inflight wifi service,Customer Type,Online boarding,Checkin service,Class,Inflight service,Baggage handling,Seat comfort,Cleanliness,On-board service,Leg room service,True_Y,Predicted_Y_Naive Bayes (GaussianNB)
24247,0,4,1,4,1,1,4,3,2,2,3,4,1,0
24249,1,0,0,4,4,1,5,5,5,3,5,0,1,0
24270,0,4,1,4,5,1,5,4,2,2,4,5,1,0
24271,0,4,0,4,4,1,3,1,4,4,1,2,1,0
24280,0,3,0,3,2,1,4,4,4,4,3,3,0,1
24289,1,4,0,5,1,0,5,3,3,4,5,4,1,0
24290,1,4,0,4,4,1,4,4,1,1,4,4,1,0
24291,1,4,0,0,4,1,2,3,2,2,4,1,1,0
24297,1,5,0,5,4,1,5,4,2,2,4,3,1,0
24307,0,4,0,3,4,0,4,4,4,1,4,4,0,1
24314,0,0,0,0,1,2,2,5,1,1,5,1,1,0
24319,1,4,0,5,1,1,5,4,3,3,5,2,1,0
24321,0,3,0,3,5,2,4,4,3,3,1,5,1,0
24325,1,4,0,4,2,1,4,2,5,5,4,4,1,0
24332,1,4,0,3,3,1,3,3,4,1,3,4,1,0
24336,0,4,1,3,1,1,3,1,4,4,2,3,1,0
24347,0,3,1,3,5,0,4,5,5,5,4,4,0,1
24351,0,4,0,4,2,0,2,3,4,4,1,5,0,1
24355,0,0,0,0,1,1,1,1,4,3,3,3,1,0
24360,0,0,0,5,5,0,1,1,5,3,1,1,1,0
24363,0,3,0,4,3,0,3,3,3,3,3,3,0,1
24370,0,5,1,5,5,1,5,4,1,1,5,2,1,0
24385,0,4,0,2,2,2,4,4,5,1,4,4,1,0
24391,1,4,0,4,3,1,4,5,5,5,5,3,1,0
24400,0,4,1,4,3,0,4,4,1,4,3,4,1,0
24404,0,4,0,2,3,1,3,3,4,3,3,4,1,0
24405,0,4,1,4,1,1,1,1,2,2,3,1,1,0
24423,0,0,1,0,2,1,4,5,5,5,1,2,1,0
24430,0,4,1,4,5,0,4,3,4,4,2,4,0,1
24436,0,4,0,4,3,0,4,4,4,4,4,1,0,1
24442,0,4,0,4,5,2,1,2,5,4,4,4,1,0
24444,1,0,0,4,3,1,2,2,5,4,2,0,1,0
24448,0,4,1,4,4,0,5,4,4,4,4,4,0,1
24449,0,3,0,4,2,0,3,3,3,2,3,3,0,1
24454,1,5,0,1,1,1,2,2,4,4,2,5,1,0
24460,1,4,0,4,3,1,4,3,4,4,1,2,1,0
24467,0,4,1,4,5,0,4,5,2,2,4,4,0,1
24473,0,3,1,3,4,0,5,4,4,4,4,3,0,1
24475,0,5,1,5,1,1,3,3,2,2,4,3,1,0
24486,0,4,0,3,1,0,4,4,3,1,4,4,0,1
24496,1,0,0,0,3,1,4,4,1,1,3,5,1,0
24497,0,4,0,4,3,0,3,3,4,4,4,2,0,1
24498,1,5,0,5,1,1,3,3,2,2,3,3,1,0
24503,1,4,0,4,3,1,5,4,1,1,3,5,1,0
24510,1,0,0,5,4,0,5,2,5,3,5,0,1,0
24514,0,4,0,4,1,1,3,3,4,4,1,1,1,0
24516,0,0,0,5,4,0,1,1,4,5,1,1,1,0
24522,1,5,0,2,2,1,1,1,5,5,1,0,1,0
24531,0,4,0,4,4,1,1,3,4,4,3,1,1,0
24533,0,3,0,3,1,0,3,3,4,4,3,3,0,1
24545,0,0,0,0,2,2,2,1,2,2,5,3,1,0
24556,0,4,0,4,1,0,3,4,4,4,2,3,0,1
24557,0,3,1,3,3,0,5,4,3,3,4,5,0,1
24564,0,3,1,3,3,0,4,5,5,3,4,5,0,1
24573,1,4,0,4,4,1,3,4,3,3,4,2,1,0
24601,0,3,0,3,3,0,4,4,3,3,1,4,0,1
24604,0,4,0,1,1,1,4,4,4,3,4,4,1,0
24607,0,4,0,1,4,0,4,4,2,2,4,3,0,1
24611,0,4,0,4,2,0,4,4,3,2,4,3,0,1
24620,0,3,0,3,3,2,3,1,3,3,2,3,1,0
24624,1,5,0,2,2,1,4,4,2,2,5,4,1,0
24635,0,4,1,4,2,1,5,3,3,3,2,4,1,0
24638,0,3,0,2,3,0,3,4,3,3,4,5,0,1
24640,1,5,0,5,4,2,4,4,2,2,3,5,1,0
24652,0,4,0,2,1,0,3,3,1,3,3,3,1,0
24656,0,4,0,3,3,2,4,4,3,1,4,4,1,0
24660,0,3,0,3,4,0,3,3,2,3,3,3,0,1
24667,0,0,0,0,3,2,2,2,5,5,1,2,1,0
24679,0,4,0,4,1,1,4,4,3,4,4,4,0,1
24696,0,4,1,4,3,1,5,4,3,3,2,5,1,0
24699,0,3,0,4,2,0,3,2,3,3,4,2,0,1
24701,1,5,0,4,2,0,2,2,2,2,2,5,1,0
24706,0,3,1,3,4,0,4,4,4,4,3,4,0,1
24713,0,3,0,4,3,0,3,3,4,2,3,4,0,1
24721,0,3,1,4,3,1,4,4,4,4,5,5,0,1
24739,0,3,0,3,4,0,3,3,3,3,4,5,0,1
24751,0,3,0,4,3,1,3,3,4,2,3,3,1,0
24759,0,4,0,4,3,1,4,2,4,4,1,1,1,0
24760,0,3,0,4,4,0,4,4,3,3,1,4,0,1
24767,0,1,0,1,2,0,4,4,2,4,4,4,1,0
24775,0,2,0,3,2,0,1,1,4,1,1,2,1,0
24777,0,4,0,5,1,2,3,3,5,4,3,1,1,0
24787,0,5,0,1,2,1,3,3,2,4,3,5,1,0
24789,0,4,0,4,4,1,4,3,2,4,1,5,0,1
24796,0,4,1,4,4,0,5,5,1,1,4,2,1,0
24825,0,4,1,4,5,1,5,5,1,1,3,2,1,0
24839,0,4,0,2,5,2,4,4,2,3,4,4,1,0
24840,1,5,0,4,4,2,2,3,4,2,3,1,1,0
24844,0,5,1,5,1,0,2,3,1,1,4,1,1,0
24846,0,4,0,3,2,0,4,4,3,3,4,4,0,1
24883,0,3,0,4,3,0,3,3,4,3,3,2,0,1
24891,0,3,0,4,3,0,3,3,4,1,3,3,0,1
24902,1,4,0,3,4,1,4,4,4,4,4,4,1,0
24907,0,4,0,4,3,1,2,3,4,4,3,1,1,0
24909,0,3,1,3,5,0,5,4,5,5,5,2,0,1
24911,0,5,1,5,3,0,4,3,1,1,3,4,1,0
24912,0,4,1,4,3,0,3,2,5,5,3,4,0,1
24914,0,1,0,1,3,0,3,3,2,5,3,3,1,0
24918,1,5,0,5,1,1,5,3,3,3,4,2,1,0
24943,0,3,0,4,1,0,3,3,4,3,3,3,0,1
24945,0,2,0,3,3,0,4,2,3,3,4,4,0,1
24958,1,4,0,4,5,1,4,5,4,4,5,5,1,0
24959,0,4,0,2,1,1,4,4,2,1,4,4,1,0
24974,0,2,1,2,5,0,4,5,5,5,4,4,0,1
24976,0,1,0,3,5,0,4,4,1,1,4,4,1,0
25013,0,1,0,3,3,0,3,3,1,4,3,5,0,1
25018,0,3,0,1,1,0,3,3,5,5,3,3,1,0
25029,0,4,0,1,2,2,4,4,3,4,4,4,1,0
25045,0,0,0,5,2,0,2,2,4,1,2,2,1,0
25046,0,2,1,2,5,1,1,3,3,3,1,1,1,0
25055,0,3,0,4,3,2,3,3,2,4,3,3,1,0
25061,0,3,0,3,4,0,3,4,3,3,4,2,0,1
25065,0,3,0,4,4,0,2,2,3,2,2,2,1,0
25066,0,4,0,4,4,0,4,4,4,4,4,5,0,1
25068,0,0,0,3,5,2,1,4,2,2,5,5,1,0
25081,0,3,0,3,3,0,3,3,3,3,3,3,0,1
25095,1,5,0,5,3,1,4,4,4,4,3,4,1,0
25100,0,3,0,1,5,0,3,3,3,3,3,3,1,0
25104,0,3,0,3,4,0,3,3,3,2,3,3,0,1
25111,0,0,1,0,5,0,5,4,1,1,5,3,1,0
25112,0,2,0,2,3,1,5,2,2,2,1,2,1,0
25143,0,3,0,4,2,0,3,3,3,3,3,3,0,1
25152,0,2,1,2,5,0,5,4,5,5,4,3,0,1
25154,0,4,0,2,2,0,4,4,2,2,3,1,1,0
25162,1,5,0,5,4,1,3,4,3,3,2,3,1,0
25179,0,5,1,1,1,0,5,4,1,1,3,5,1,0
25192,0,5,1,5,3,0,3,1,1,1,2,4,1,0
25194,0,1,0,2,5,0,2,2,2,3,2,2,1,0
25196,0,5,0,2,3,0,5,5,2,3,5,4,0,1
25218,0,4,1,4,4,0,5,5,4,4,3,5,0,1
25225,0,0,1,0,3,0,4,5,3,1,3,3,1,0
25235,0,3,0,3,4,0,4,3,3,3,4,5,0,1
25237,0,5,0,5,5,0,1,4,5,5,5,3,0,1
25240,0,0,1,0,4,0,4,4,1,1,3,5,1,0
25241,1,4,0,4,4,1,3,3,4,3,3,4,1,0
25244,0,4,0,4,4,2,4,3,4,4,4,2,0,1
25254,1,5,0,5,1,1,3,3,4,4,1,5,1,0
25255,0,4,1,3,2,1,2,2,2,2,3,1,1,0
25256,0,4,0,4,4,0,3,3,4,4,3,4,0,1
25257,1,0,0,2,3,1,1,1,3,2,1,0,1,0
25261,1,4,0,4,2,1,4,3,3,3,4,1,1,0
25287,0,2,1,2,4,0,5,4,2,5,5,5,1,0
25288,0,3,0,2,4,0,5,4,2,2,4,2,1,0
25308,0,4,0,4,4,0,4,4,4,3,4,4,0,1
25309,1,0,0,0,4,1,3,2,4,4,2,4,1,0
25310,1,4,0,4,1,1,1,3,1,1,5,5,1,0
25314,0,0,0,0,1,2,3,1,5,4,3,3,1,0
25328,1,4,0,3,5,1,5,4,2,2,3,4,1,0
25339,0,4,0,4,2,1,4,4,4,4,4,4,0,1
25348,0,0,1,0,4,0,4,4,2,2,4,2,1,0
25360,1,0,0,0,3,1,3,1,5,3,1,1,1,0
25361,0,0,0,1,2,0,1,3,1,1,3,1,1,0
25371,1,0,0,0,4,1,3,4,5,5,3,3,1,0
25378,0,5,1,5,1,1,5,2,5,5,1,2,1,0
25382,0,4,1,4,3,0,4,5,2,2,4,2,1,0
25384,0,3,0,3,2,0,3,3,3,3,3,4,0,1
25389,0,4,0,3,3,0,4,4,3,1,4,4,0,1
25395,0,2,0,1,3,0,4,4,4,1,4,4,1,0
25408,0,4,1,4,4,0,5,5,1,1,3,4,1,0
25418,0,2,1,2,3,0,4,5,4,4,5,5,0,1
25426,0,4,1,4,2,1,5,2,4,4,2,5,1,0
25431,0,5,0,3,3,0,2,1,3,3,3,1,1,0
25451,0,0,0,4,5,0,1,1,5,5,1,1,1,0
25457,0,0,0,5,5,0,1,1,5,4,1,1,1,0
25472,0,3,0,3,3,0,3,3,3,3,3,3,0,1
25484,1,5,0,5,5,2,4,2,3,5,3,5,1,0
25486,0,4,1,4,4,1,5,4,5,5,4,5,0,1
25487,0,2,0,3,1,0,4,4,1,1,4,4,1,0
25501,1,4,0,4,4,1,4,4,2,2,2,3,1,0
25502,0,0,1,0,5,0,4,5,4,3,4,5,1,0
25529,0,5,0,3,1,0,5,5,3,3,5,4,0,1
25550,1,0,0,4,5,1,5,5,1,3,5,0,1,0
25557,0,4,0,4,3,0,4,4,4,2,4,4,0,1
25559,1,4,0,4,2,1,1,4,2,2,1,2,1,0
25561,1,0,0,0,5,1,5,4,2,2,4,3,1,0
25564,0,4,1,4,4,0,5,2,5,5,2,4,0,1
25569,1,5,0,5,5,1,5,5,1,1,5,5,1,0
25574,1,4,0,4,4,1,3,5,4,4,4,4,1,0
25579,0,3,0,1,5,0,5,5,1,1,5,5,1,0
25592,0,3,0,3,4,0,4,3,4,1,4,4,0,1
25597,1,5,0,5,5,1,5,4,3,3,3,4,1,0
25617,0,0,1,0,2,0,2,5,1,1,5,4,1,0
25619,0,4,0,4,4,2,1,1,4,4,3,5,1,0
25620,0,5,0,5,1,1,1,3,5,5,1,1,1,0
25621,0,3,1,3,5,0,4,4,5,5,3,4,0,1
25626,1,4,0,4,1,1,4,3,2,2,4,5,1,0
25632,0,0,1,0,4,0,5,5,3,3,3,3,1,0
25638,0,2,0,2,2,1,4,5,2,2,3,3,1,0
25647,0,3,1,3,3,0,4,4,5,5,4,3,0,1
25655,0,4,1,4,4,0,4,3,5,5,4,5,0,1
25656,0,0,0,3,2,0,2,2,2,5,2,2,1,0
25671,0,4,1,4,5,1,2,4,2,2,5,2,1,0
25694,0,0,0,0,5,2,3,2,1,1,5,4,1,0
25707,1,4,0,4,5,1,5,5,1,1,5,5,1,0
25709,0,0,0,5,3,0,2,2,2,1,2,2,1,0
25714,0,3,0,4,5,1,1,2,3,3,5,3,1,0
25717,0,4,0,4,4,1,3,4,4,4,2,2,0,1
25731,0,4,1,4,3,1,5,4,2,2,5,5,1,0
25737,1,5,0,5,3,1,1,2,3,3,3,5,1,0
25738,0,4,1,5,1,1,3,2,3,5,2,2,1,0
25740,1,4,0,3,3,1,4,4,3,1,4,3,1,0
25752,0,0,0,4,5,0,1,1,5,4,1,1,1,0
25764,0,4,0,2,1,1,4,4,4,3,4,4,0,1
25769,0,2,0,4,4,0,2,3,4,4,1,2,1,0
25771,0,2,1,5,5,0,5,5,5,5,2,4,0,1
25785,0,4,1,4,4,0,5,5,2,2,5,3,0,1
25787,0,0,0,4,3,0,1,1,5,4,1,1,1,0
25790,0,3,0,4,2,0,3,3,4,2,3,3,0,1
25807,0,0,1,0,3,1,4,4,1,1,4,3,1,0
25823,1,5,0,5,5,1,5,5,2,2,5,2,1,0
25827,0,4,1,4,4,0,5,4,4,2,5,5,0,1
25828,0,0,0,2,5,0,3,1,5,1,3,1,1,0
25835,1,5,0,3,4,2,3,3,4,4,3,5,1,0
25849,0,4,1,4,3,1,5,5,3,3,3,3,1,0
25867,0,5,1,0,4,0,5,5,1,1,3,3,1,0
25869,1,4,0,4,5,1,5,4,1,1,5,3,1,0
25896,0,4,0,4,2,1,1,5,4,4,1,3,1,0
25897,0,5,0,5,5,2,1,2,5,5,2,1,1,0
25898,0,4,1,4,4,0,4,4,1,1,4,2,1,0
25911,0,2,0,4,4,0,3,2,3,4,3,2,0,1
25912,1,5,0,5,1,2,3,3,2,2,3,5,1,0
25914,0,3,1,3,3,0,5,4,4,4,4,5,0,1
25917,1,5,0,3,1,0,3,3,5,2,3,1,1,0
25918,0,3,0,3,4,0,4,4,3,3,2,4,0,1
25936,1,5,0,5,4,1,4,4,3,4,5,2,1,0
25944,0,2,0,3,4,0,4,2,4,3,4,3,0,1
25945,0,3,0,4,3,1,1,1,3,3,1,3,1,0
25947,0,0,0,0,4,2,2,4,4,2,5,1,1,0
25951,0,0,1,0,3,1,4,4,2,2,5,3,1,0
25954,0,4,0,4,3,0,4,2,4,4,3,5,0,1
25965,1,4,0,5,4,1,5,5,4,4,5,4,0,1
